loss,mean_io_u,val_loss,val_mean_io_u
0.7671685218811035,0.3333304226398468,20377102.0,0.1876702904701233
0.34082651138305664,0.33333343267440796,59002004.0,0.18769603967666626
0.2679254710674286,0.3333333432674408,1723973.375,0.1906004399061203
0.22281970083713531,0.3333333432674408,370245.0,0.184261754155159
0.20891602337360382,0.3333333432674408,0.9533580541610718,0.7070311307907104
0.19774718582630157,0.3333333432674408,549.9873657226562,0.5410552024841309
0.18470029532909393,0.3333333432674408,0.9128291606903076,0.4610893130302429
0.16969464719295502,0.3333333432674408,0.4883917272090912,0.3333333432674408
0.17113754153251648,0.3333333432674408,0.37282562255859375,0.3333333432674408
0.19136570394039154,0.3333333432674408,0.3331856429576874,0.3333333432674408
0.16488061845302582,0.3333333432674408,0.32424503564834595,0.3333333432674408
0.1626475304365158,0.3333333432674408,0.25365960597991943,0.3333333432674408
0.20039908587932587,0.3333333432674408,0.3525174558162689,0.3333333432674408
0.16968318819999695,0.3333333432674408,5.838971138000488,0.3283213973045349
0.15778608620166779,0.3333333432674408,1.3112516403198242,0.3333333432674408
0.17627732455730438,0.3333333432674408,5.918826103210449,0.3318437933921814
0.1615278720855713,0.3333333432674408,0.32289400696754456,0.3333333432674408
0.15435808897018433,0.3333333432674408,0.32524847984313965,0.3333333432674408
0.13980908691883087,0.3333333432674408,0.3127528429031372,0.3333333432674408
0.15294146537780762,0.3333333432674408,0.3367619216442108,0.3333333432674408
0.15140070021152496,0.3333333432674408,0.37031668424606323,0.3333333432674408
0.17664942145347595,0.3333333432674408,0.34138378500938416,0.3333333432674408
0.16016212105751038,0.3333333432674408,0.36986982822418213,0.3333333432674408
0.157457172870636,0.3333333432674408,0.3744548261165619,0.3333333432674408
0.1404746174812317,0.3333333432674408,0.36771833896636963,0.3333333432674408
0.13226567208766937,0.3333333432674408,0.3222779929637909,0.3333333432674408
0.14468242228031158,0.3333333432674408,0.3262383043766022,0.3333333432674408
0.12070227414369583,0.3333333432674408,0.3500165045261383,0.3333333432674408
0.11821898072957993,0.3333333432674408,0.35865047574043274,0.3333333432674408
0.11757802218198776,0.3333333432674408,0.35892003774642944,0.3333333432674408
0.13592615723609924,0.3333333432674408,0.37183743715286255,0.3333333432674408
0.12094496190547943,0.3333333432674408,0.39127659797668457,0.3333333432674408
0.12177883833646774,0.3333333432674408,0.390321284532547,0.3333333432674408
0.10800736397504807,0.3333333432674408,0.40080496668815613,0.3333333432674408
0.1298569291830063,0.3333333432674408,0.4105672240257263,0.3333333432674408
0.10611019283533096,0.3333333432674408,0.41941243410110474,0.3333333432674408
0.1034570261836052,0.3333333432674408,0.3999221920967102,0.3333333432674408
0.0943797305226326,0.3333333432674408,0.41848254203796387,0.3333333432674408
0.08703743666410446,0.3333333432674408,0.43050307035446167,0.3333333432674408
0.10431554168462753,0.3333333432674408,0.4283747971057892,0.3333333432674408
0.13360407948493958,0.3333333432674408,0.3989506661891937,0.3333333432674408
0.12311232835054398,0.3333333432674408,0.45397040247917175,0.3333333432674408
0.10917888581752777,0.3333333432674408,0.3973420560359955,0.3333333432674408
0.09863628447055817,0.3333333432674408,0.3720931112766266,0.3333333432674408
0.09593576937913895,0.3333333432674408,0.3548947870731354,0.3333333432674408
0.08692749589681625,0.3333333432674408,0.33068880438804626,0.3333333432674408
0.09289991110563278,0.3333333432674408,0.4440118670463562,0.3333333432674408
0.1048479676246643,0.3333333432674408,0.44151556491851807,0.3333333432674408
0.09499679505825043,0.3333333432674408,0.3940238058567047,0.3333333432674408
0.08792831003665924,0.3333333432674408,0.41895797848701477,0.3333333432674408
0.08316213637590408,0.3333333432674408,0.25868427753448486,0.3333333432674408
0.08230789750814438,0.3333333432674408,0.3864341974258423,0.3333333432674408
0.08297707140445709,0.3333333432674408,0.2789575457572937,0.3333333432674408
0.09749817103147507,0.3333333432674408,0.2625063955783844,0.3333333432674408
0.11160396039485931,0.3333333432674408,0.22731710970401764,0.3333333432674408
