loss,mean_io_u,val_loss,val_mean_io_u
0.9082906246185303,0.33333203196525574,138363043840.0,0.6504781246185303
0.30536890029907227,0.3333333432674408,1855910272.0,0.18695907294750214
0.24277541041374207,0.3333333432674408,10357667.0,0.1765275001525879
0.21501946449279785,0.3333333432674408,363740.1875,0.18694405257701874
0.20828112959861755,0.33333855867385864,63574.0,0.17658613622188568
0.19605202972888947,0.33333513140678406,6244.52392578125,0.18718399107456207
0.1904112994670868,0.3333333432674408,3754.941162109375,0.18706484138965607
0.16654334962368011,0.3333333432674408,718.71142578125,0.22635306417942047
0.15859155356884003,0.3333333432674408,495.9764099121094,0.26839229464530945
0.1599300503730774,0.3333333432674408,25.24991226196289,0.328140527009964
0.153292715549469,0.3333333432674408,39.92606735229492,0.3234620988368988
0.1551644206047058,0.3333333432674408,9.240175247192383,0.33208921551704407
0.1427706480026245,0.3333333432674408,7.7533135414123535,0.33317887783050537
0.15742412209510803,0.3333333432674408,1.468356966972351,0.3333333432674408
0.14498905837535858,0.3333333432674408,2.737208843231201,0.33336177468299866
0.15264888107776642,0.3333333432674408,0.9810139536857605,0.3333333432674408
0.12977606058120728,0.3333333432674408,0.2826581597328186,0.3333333432674408
0.1278194934129715,0.3333333432674408,0.2731713652610779,0.3333333432674408
0.12735311686992645,0.3333333432674408,0.3275011479854584,0.3333333432674408
0.1271153837442398,0.3333333432674408,0.5131312608718872,0.3333333432674408
0.1356501430273056,0.3333333432674408,0.3076934218406677,0.3333333432674408
0.12371964007616043,0.3333333432674408,0.3381316065788269,0.3333333432674408
0.12837059795856476,0.3333333432674408,0.3111332356929779,0.3333333432674408
0.12383899092674255,0.3333333432674408,0.3425781726837158,0.3333333432674408
0.10823066532611847,0.3333333432674408,0.35675930976867676,0.3333333432674408
0.14324632287025452,0.3333333432674408,0.36627209186553955,0.3333333432674408
0.15250243246555328,0.3333333432674408,0.7164117693901062,0.3333333432674408
0.14141614735126495,0.3333333432674408,1.2019823789596558,0.3333333432674408
0.1498871147632599,0.3333333432674408,2.1103527545928955,0.33327528834342957
0.14396697282791138,0.3333333432674408,0.23169808089733124,0.3333333432674408
0.11363901197910309,0.3333333432674408,0.32265838980674744,0.3333333432674408
0.09364986419677734,0.3333333432674408,0.36968034505844116,0.3333333432674408
0.08815836161375046,0.3333333432674408,0.36841869354248047,0.3333333432674408
0.119160495698452,0.3333333432674408,0.3646877408027649,0.3333333432674408
0.12434640526771545,0.3333333432674408,0.25588974356651306,0.3333333432674408
0.10148173570632935,0.3333333432674408,0.25998741388320923,0.3333333432674408
0.09283601492643356,0.3333333432674408,0.3457533121109009,0.3333333432674408
0.08763044327497482,0.3333333432674408,0.36527007818222046,0.3333333432674408
0.10277801752090454,0.3333333432674408,0.38523343205451965,0.3333333432674408
0.10258211195468903,0.3333333432674408,0.38721519708633423,0.3333333432674408
0.10006657242774963,0.3333333432674408,0.36817342042922974,0.3333333432674408
0.09528107941150665,0.3333333432674408,0.36106303334236145,0.3333333432674408
0.09067525714635849,0.3333333432674408,0.31826040148735046,0.3333333432674408
0.08738325536251068,0.3333333432674408,0.4025041460990906,0.3333333432674408
0.08300571888685226,0.3333333432674408,0.3636270761489868,0.3333333432674408
0.09583310037851334,0.3333333432674408,0.4462467432022095,0.3333333432674408
0.08018401265144348,0.3333333432674408,0.3568655550479889,0.3333333432674408
0.12569837272167206,0.3333333432674408,0.15835346281528473,0.3333333432674408
